,headline,url,source,source_url,category,text
103,"Politics is a great profession, says Sonu Sood - The Siasat Daily",https://www.siasat.com/politics-is-a-great-profession-says-sonu-sood-2185042/,The Siasat Daily,https://www.siasat.com,politics,"Mumbai: Actor Sonu Sood is known for his outstanding philanthropic and humanitarian work amid COVID-19 pandemic. There has been never ending spree of speculation regarding his possible entry into politics. He recently met the Delhi Chief Minister Arvind Kejriwal which added much required fuel to the rumours.

In his recent interview with Hindustan Times, Sonu Sood denied all the rumours and said that he is not joining any party. “I didn’t do this to get into politics, I just wanted to help people. When the whole movement of me helping people started in the first wave of the Covid pandemic (last year), even then these speculations started. I want to send across a message that politics is a great profession and there’s no harm in case someone wants to desire to be in that.”

Sonu Sood also added that it’s not mandatory that one has to be a politician to help people.

Talking about his acting career, the 48-year-old actor said, “I truly respect all people who’ve been doing great work in that (field). My hands are too full as an actor and the work I’m doing, connecting me with masses, touching those souls. I’m enjoying this space, but I don’t know what’s written in my fate tomorrow.”

On the professional front, Sonu has an interesting movies in his kitty which include — Acharya, Prithviraj, among others."
104,KCR may renew efforts for third alternative in national politics - Business Standard,https://www.business-standard.com/article/politics/kcr-may-renew-efforts-for-third-alternative-in-national-politics-121082900095_1.html,Business Standard,https://www.business-standard.com,politics,"Telangana Chief Minister K. Chandrasekhar Rao may revive his idea of a federal front and gear up to play a key role in as he is all set to lay the foundation stone for the office of Telangana Rashtra Samithi (TRS) in New Delhi next week.

The development is not without significance and it comes at a time when Rao has just launched the 'Dalit Bandhu' scheme, which, he hopes, will become a torchbearer for empowerment of Dalits across the country.

Looking to turn the event into a show of strength, he will be leading a team of over 100 leaders to the capital. All MPs of TRS, state ministers, state legislators and members of the party executive will attend the ceremony on September 2.

The foundation stone laying ceremony has led to speculations in political circles that KCR, as the TRS supremo is popularly known, will formally announce his entry into the

KCR's ambition to play a key role in the national is well-known. He wants to cobble up a front with like-minded parties as an alternative to both the Bharatiya Janata Party (BJP) and the Congress, which according to him, proved to be utter flops in governing the country.

Though there are still more than two-and-a-half years to go for the Lok Sabha elections, political analysts say may use the event to renew his efforts to forge an alternative front.

Political observers say will highlight the rapid strides Telangana has made in various sectors during the last seven years. He claims that the country's youngest state has emerged as a role model for all the states in a short span of time.

The development also comes at a time when has launched what he calls a revolutionary scheme for social and economic empowerment of Dalits.

The regional satrap is projecting 'Dalit Bandhu' as a model scheme and is confident that it will become a torch-bearer for the upliftment of Dalits across the country.

Under the scheme, launched on pilot basis in the Huzurabad Assembly constituency in Karimnagar district, every Dalit family will get Rs 10 lakh as grant and they will be free to choose their profession, self-employment or businesses, for utilising the funds.

KCR has already announced that he is ready to spend Rs 1.75 lakh crore on the scheme to cover all 17 lakh Dalit families in the state. He believes that the scheme will be a big game changer for Dalits and eliminate social discrimination against them.

The TRS chief, who has been talking of providing an alternative to the BJP and the Congress for the last 3-4 years, will put forth the successful Telangana model before the country and promise to replicate the same at the national level.

TRS leaders say KCR will try to highlight how his government has delivered on various fronts in a short span of time to transform an arid region into a lush green and prosperous state.

With a growth rate and per capita income higher than the national average and continuing impressive growth even during the Covid-19 pandemic, Telangana is already claiming to be a role model for other states.

The TRS founder plans to unveil his agenda for national politics with a new economic model, which will focus on farmers. Analysts say that KCR will showcase at the national level his success in transforming agriculture with 'Rythu Bandhu', an investment support scheme for farmers which is emulated by the Centre and many states.

KCR has been slamming both the Congress and the BJP as 'storytellers' who failed to give direction to the country and guide it on the right path. He has been targeting them for failing to create wealth while claiming that his government succeeded in not only creating the wealth, but is also distributing the same among the poor and underprivileged sections of the society.

It was in 2018 that KCR had floated the idea of a front of like-minded parties as an alternative to both the BJP and the Congress.

He had intensified the efforts after retaining power in Telangana in the December 2018 elections.

After the massive victory in Assembly elections, KCR had appointed his son K.T. Rama Rao as the working president of the TRS so that he can focus on national politics.

He flew from one state to the other to meet leaders of various regional parties. He called on West Bengal Chief Minister Mamata Banerjee and Odisha Chief Minister Naveen Patnaik, Kerala Chief Minister Pinarayi Vijayan and Tamil Nadu Chief Minister M.K. Stalin.

He also discussed the idea with H.D. Deve Gowda of the Janata Dal (Secular) in Karnataka, Hemanth Soren of Jharkhand Mukti Morcha in Jharkhand, Akhilesh Yadav of the Samajwadi Party in Uttar Pradesh, and Y.S. Jagan Mohan Reddy of the YSRCP in Andhra Pradesh.

KCR was even seen as the potential prime ministerial candidate by his party in the event of regional parties emerging as a major bloc in the Lok Sabha.

With the BJP retaining power at the Centre with a massive majority, KCR had dumped the idea of a front and confined himself to the state.

Last year, there were reports that KCR was planning to float a national party. He, however, clarified that there was no such proposal for now.

He, however, did not rule out such a proposal. He told a party meeting that a decision would be taken at the right time after discussions.

KCR's blow hot blow cold stand on the third alternative has come under criticism from various quarters. His opponents say he talks of a front only at the time of elections.

During the campaign for Greater Hyderabad Municipal Corporation (GHMC) elections in November last year, he had stated that the country definitely needs a new experiment and TRS would be in the forefront to provide the alternative.

He had declared that a conclave of like-minded parties will be held in Hyderabad in December.

He had also said that Hyderabad would be the epicentre of the movement against the BJP government for its 'anti-people', 'anti-farmer' and 'anti-labour' policies, and the TRS will lead the movement.

However, KCR adopted complete silence on the proposed front after the GHMC polls.

--IANS

ms/arm/ksk/

(Only the headline and picture of this report may have been reworked by the Business Standard staff; the rest of the content is auto-generated from a syndicated feed.)"
105,Spectre of caste census limits BJPs OBC politics - Business Standard,https://www.business-standard.com/article/opinion/spectre-of-caste-census-limits-bjp-s-obc-politics-121083000048_1.html,Business Standard,https://www.business-standard.com,politics,"For the Bharatiya Janata Party (BJP), former Uttar Pradesh Chief Minister Kalyan Singh represented both the potential of its OBC (Other Backward Classes) politics as well as its limits.

On his demise, Prime Minister Narendra Modi promised the faithful that “to fulfil the void left by him, we should work hard for his ideals.” As an OBC, the PM often presents himself as the product of the marriage between Mandal and Kamandal when he seeks votes in UP and Bihar. Why then is he reluctant to go forward with a caste census, which most other political parties support? That would ..."
107,"‘The Politician’: Finally, an English novel set in the heartland of Indian politics, Uttar Pradesh - Scroll.in",https://scroll.in/article/1003907/the-politician-finally-an-english-novel-set-in-the-heartland-of-indian-politics-uttar-pradesh,Scroll.in,https://scroll.in,politics,"The impulse to write the great Indian novel has been too tempting to resist for a number of Indian English novelists. From Qurratulain Hyder through Shashi Tharoor to Vikram Seth, many have written their own great Indian novels, works of considerable merit, but not the great Indian novel.

Such is the diversity of lands, people and cultures in India that most novels of this kind remain regional in focus, however ambitious they may be in scale. Delhi, Mumbai, Kolkata/Bengal, Kerala, and western India have usually provided settings and characters in Indian English novels. But Uttar Pradesh, an area which has wielded considerable political influence in independent India, has held out its appeal to a host of Hindi and Urdu writers and poets, but has only occasionally appeared in Indian English fiction.

One can think of Lucknow in Attia Hosain’s Sunlight on a Broken Column, Lucknow and Benaras in Vikram Seth’s A Suitable Boy, Benaras in Pankaj Mishra’s The Romantics, and western UP, though cursorily, in Mirza Waheed’s Tell Her Everything. But Uttar Pradesh’s geography and its political significance has largely been absent in Indian English novels.

Observing the quotidian

The Politician is unabashedly a north Indian novel, more specifically a novel about a specific region in central Uttar Pradesh. Written in a realistic mode, not trying too hard to embellish the narrative with literary texture, it provides a glimpse into the political culture of this region. All characters in the novel obviously speak Hindi – and the novel is imbued with a Hindi-speaking culture – but such is the quality of Devesh Verma’s expressive prose that The Politician might appear a lesser work if rendered into Hindi, losing its novelty and freshness.

Every bit a twenty-first century Indian English novel, it neither tries to write back to a centre nor cares for a western reader. The novel captures both the energy and the chaos that characterise life in small towns in Uttar Pradesh, showing effortlessly both the machinations of power politics and mounds of filth.

The narrator in The Politician is certainly a great observer of the ordinary, day-to-day life in Uttar Pradesh directing the reader’s gaze to the poor children “who wanted to push the jeep” quarrelling among themselves, or constantly sniffling “to hold back the snot that would peek through before being drawn back in quickly”; a candidate for a job surprising a big official “by his correct use of the conjunction ‘lest’”, or the landline phones always developing snags, and the telephone officials’ indifference to people’s complaints.

In many places, the description of filth – of “clogged urine outlet, an assortment of faecal mounds of various sizes and colour” – fills up the narrative. EM Forster had been reminded of the virtue of reticence in western literature while thinking of the filth and the description of bowel movements in Mulk Raj Anand’s Untouchable. It is another matter that HG Wells discovered James Joyce’s “cloacal obsession” in A Portrait of the Artist as a Young Man, while another reviewer found Dublin too ugly in the great modernist’s work.

Verma, writing in the 21st century, does not have to think about reticence. All chaos and disorder in mofussil India, which is routine and to which people have become accustomed, is captured by his expressive prose at these moments. Even the description of filth is treated with humour. Thus, in a choice between an extraordinarily filthy and foul-smelling urinal which displays the picture of a “smiling prime minister with a rosebud in the buttonhole of his white khadi waistcoat” and the boundary wall, people make for the boundary wall.

Caste and crew

The energy latent in the political culture of Uttar Pradesh is the main subject of The Politician. The communal angle of this political culture has interested many novelists, but The Politician brings the elephant of caste arithmetic into the world of English novel, especially the relationship of caste and politics in the Hindi heartland.

Mulk Raj Anand, wedded to his social realism, brought out the issue of caste in Untouchable. Arundhati Roy brought in the caste angle through the forbidden relationship of Ammu Ipe and Velutha in The God of Small Things. Caste obviously is an important subject in Dalit literature. But novels about a specific backward caste, in this case Kurmis of Western UP, have been non-existent in Indian English fiction.

The Politician views entire election campaigns for parliamentary and assembly seats from the angle of Kurmi influence in and around Fatehpur and Kanpur. This is also seen in the larger national politics of the Congress and the non-Congress parties, before the ascendancy of right-wing politics. Criticism of Brahminical influence in Indian politics completes this picture.

In treating political themes The Politician also sets up a dialogue between different political ideologies living up to the polyphonic character of a novel. It dwells on the personalities and ideas of a number of major Indian political figures, like Jawaharlal Nehru, Indira Gandhi, Morarji Desai, and Jayaprakash Narayan, and minor ones like Raj Narayan, Banarsi Das Gupta, and Sampoornanand.

Ambedkar, Periyar and Phule are referred to for their radical political views in the discussions of characters about caste. Some other major characters in the novel are based on real political figures. Baran Singh appears to have been modelled on former prime minister Chaudhary Charan Singh, and Sansadji on the former chief minister of Uttar Pradesh, Hemvati Nandan Bahuguna.

Characters and narratives

Taking the reader back and forth in time, Kartik Verma, the narrator who is the head at a new TV news channel, is also a minor character in the novel. The notes and diaries left for him by his deceased friend Deena give him privileged access into the world of Ram Mohan, Deena’s father and the central character in The Politician, turning the novel into a kind of third person narrative, though sometimes interrupted by his first person narration.

But the point of view in the novel is that of Deena, a sensitive soul in a ruthless world, mediated by Kartik, his alternative self, who studied with Deena at Jawaharlal Nehru University. Deena’s peace-loving nature, his devotion to vegetarianism, his tender self, and his inability to adjust to the cruelty and viciousness in the world are aspects of the latent ethos of the novel contrasting beautifully with the novel’s overt cynicism.

The first two sentences of the novel, also used on the book jacket, immediately pull the reader into the narrative: “I was about to leave for work when the telephone rang. Deena was dead.” Did we hear the echo of the opening sentence of Camus’ Outsider: “Mother died today”?

Ram Mohan, a college teacher of Hindi and a scholar who has written a book of Hindi grammar, nurses a political ambition which is further whetted by his political mentors. However, despite being the main character in the novel, Ram Mohan’s character appears very thin for almost two thirds of the novel. It is only in the final third that he is fully realised, letting readers make their judgment about him.

Whatever idealism he might have aroused earlier is completely punctured. His authoritarian and patriarchal thinking is outweighed only by his hypocritical morality. He evinces no active virtue through the 350-and-odd pages of the novel. The secondary characters appear more interesting. Is it because many of them are inspired by real life figures? Baran Singh’s ideas, beliefs, and habits are sharply drawn. Dixit ji with his novel morality sticks in the mind. Sansadji’s near and distant presence, his vacillations and permanent promise to deliver also hold the narrative beautifully.

History and fiction

No novel can escape history – however it may try to give history the slip. Contrarily, novels may faithfully use actual political and historical events and situations, but still cannot pass as history as novels do what only they can, not the textbooks of history. The success of Sunlight on a Broken Column or, for that matter, Milan Kundera’s and Amitav Ghosh’s novels is largely due to their fine blending of history and the main narrative.

The movement from history to narrative and vice versa is seamless in Sunlight and Unbearable Lightness of Being, to take just two examples. This seamlessness deserts The Politician at some places where the reporting of actual historical events and developments in independent India has an obtrusive presence.

Most poetic and novelistic creations defamiliarise the familiar, the mundane, the everyday. The treatment of distant events in history achieves a defamiliarising effect more easily than more recent historical developments, unless used as a context for the main narrative. Events like the China War, Nehru’s politics, and Indira Gandhi’s taking over the Congress are too fresh in public memory, permanently kept on the boil by an overzealous Indian media and speeches of leaders.

But, most certainly there are varied interpretive communities of readers in terms of age groups, regions, nationalities and gender. The Politician will achieve a defamiliarising effect for the new generation of readers, and an international audience, not necessarily based in India. The role of relatively marginal political figures like Charan Singh or Hemvati Nandan Bahuguna is almost forgotten today, and they may not even be recognised by most readers behind their fictional personas.

It is not even required to know the actual people a novelist uses to conceive characters, because no novel is a mere copy of real life. Real life figures, when used as characters, undergo a transformation in the hands of a novelist because they must look authentic in the novel. They do in The Politician.

Readers usually discover new facets of life when reading the fiction of another culture and recognise familiar things when reading works of their own culture. But even our own culture may hold elements which may be in danger of being forgotten or which may not have been foregrounded in fiction enough. The treatment of many of such elements, in particular the chaos and disorder in the everyday life in small towns, and the relationship between caste and politics in the Hindi heartland before the grand success of the right-wing, make The Politician a welcome addition to the canon of Indian English fiction.

Mohammad Asim Siddiqui is Professor in the Department of English at Aligarh Muslim University.

The Politician: A Novel, Devesh Verma, Penguin Viking."
108,Green politics is beset by a fundamental paradox - The Guardian,https://www.theguardian.com/politics/2021/aug/29/green-politics-is-beset-by-a-fundamental-paradox,The Guardian,https://www.theguardian.com,politics,"Andy Beckett is right to find some optimism in the record of the exceptional Green MP Caroline Lucas and the party’s growing number of councillors (The Greens are on the brink of power – is it more than a political blip?, 27 August). However, the crucial route to power for green politics lies in cooperation with non-Tory parties to gain enough public support for effective environmental policies.

The government promises much, but there is a dearth of concrete policies. The chancellor hasn’t even announced his green bonds initiative that is supposed to appear this summer. Our research has shown that were savers to be adequately incentivised, this could provide billions to finance the “green new deal”, if it was announced as a green recovery Isa, enabling usually older savers to fund green jobs.

Beckett’s other key point, that the climate crisis tends to leave voters feeling overwhelmed, paralysed or in denial, can be overcome if its solutions are seen as generating work everywhere. Equally, it must be seen as compensating poorer sections of society for the transitions to dearer, more sustainable food and energy supplies while retraining those whose jobs are threatened.

The French gilet jaunes were right to say that their main worry was about the end of the month, not the end of the world. The answer lies in making a credible case for how to fund such a transition. This will require green quantitative easing (QE), whereby government-created money is invested directly in public- and private-sector projects, as well as using savings and progressive taxation. In short we need a QuEST (QE, savings and taxation) to immediately finance the crucial green transformation.

Colin Hines

Convener, Green New Deal UK

The fundamental paradox in green politics is set out towards the end of Andy Beckett’s column, when he states that if all the main parties adopt green policies it would “make it harder for the Greens to differentiate themselves”. The crucial point is that “greenism” is not a policy; it is an analysis that sets out with brutal clarity the need to accept the ecological imperative and to change our way of living.

Thus a green campaign is essential, but a Green party actually undermines the acceptance of that imperative: the more successful it is, the more it draws supporters from the other parties and thus reduces the momentum and increases the pressures against it. It is necessary for the green imperative to be embedded in all the parties if we are to avoid catastrophe.

Michael Meadowcroft

Leeds

I am green, with a small G, because I am in possession of the dire facts, I have the science background to understand what those facts imply, and also I love nature for its own sake. However, I am also a moderate Tory (Macmillanite, I guess), though you may regard that as an oxymoron. And that is a problem: green politics is growing ever more inextricably entwined with leftwing politics, while simultaneously bedding with the increasingly authoritarian SNP.

For this reason, I would never vote for the Green party in its present incarnation, though I live as greenly as I can: I avoid waste, I recycle, I walk, and my garden is nature-friendly. Ideally, green issues ought to transcend party politics, because we all die of heatstroke at the same temperature.

Luce Gilmore

Cambridge"
109,"Sonu Sood: Politics a great profession, no harm if someone wants to be in it - Hindustan Times",https://www.hindustantimes.com/entertainment/bollywood/sonu-sood-politics-a-great-profession-no-harm-if-someone-wants-to-be-in-it-101630247380662.html,Hindustan Times,https://www.hindustantimes.com,politics,"Ever since actor Sonu Sood met Delhi CM Arvind Kejriwal and was announced as the brand ambassador of the Desh Ke Mentor initiative, speculations have been rife that he’s planning to get into this the field of politics. However, the actor wants to set the record straight that he is not joining any party.

“I didn’t do this to get into politics, I just wanted to help people,” Sood tells us, adding, “When the whole movement of me helping people started in the first wave of the Covid pandemic (last year), even then these speculations started. I want to send across a message that politics is a great profession and there’s no harm in case someone wants to desire to be in that.”

The 48-year-old adds that it’s not mandatory that one has to be a politician to help people.

“Whatever I did in the past one and a half year, it also conveys that even if you’re not into politics, you can still help and motivate people. That’s a message. I want to tell people that don’t wait for an opportunity to help people, just do it now,” says the Dabangg (2010) and Simmba (2018) actor.

Even if not at this moment, asked if he see himself going that way in the future, and Sood quips, “I truly respect all people who’ve been doing great work in that (field). My hands are too full as an actor and the work I’m doing, connecting me with masses, touching those souls. I’m enjoying this space, but I don’t know what’s written in my fate tomorrow.”

Talking about the initiative he’s a part of now, Sood explains that the Delhi government approached him because of his work in the education sector.

“I supported close to 200 students in the first wave, and that has gone up to 20,000 students in the second phase of scholarships, which I started in my mother, Saroj Sood’s name. She was a professor, and always wanted me to do big in education as that can change lives,” he recalls."
110,"The Kerala Model That Is Really Broken Is Its Socio-Politics, Not Healthcare - Swarajya",https://swarajyamag.com/politics/the-kerala-model-that-is-really-broken-is-its-socio-politics-not-healthcare,Swarajya,https://swarajyamag.com,politics,"The 'Kerala model' has come under fire after the state started goofing up on Covid. Despite a fall elsewhere, in God’s Own Country Covid infection levels have refused to subside, and the state continues to account for over 69 per cent of daily new cases, and 56 per cent of all active cases in the country as on 30 August.

This is, however, not enough to debunk the Kerala model, which can loosely be said to be about high literacy and good quality healthcare services. These continue to be the state’s strong points, as is evident from the fatality rates in Covid. With 20,000-and-odd deaths from four million infections (compared to 438,000 deaths from 32.7 million cases all-India), Kerala’s fatality rate is less than 40 per cent of the national average of 1.3 per cent (from official reported statistics). This can hardly be called a failure of the Kerala education-cum-healthcare model.

But the underlying assumptions behind this Kerala model — that this high performance on social indicators is led by high state spending on public goods like education and health — is no longer true. As Jagdish Bhagwati and Arvind Panagariya noted in their book India’s Tryst With Destiny, the Kerala model is not any more driven by state spending, but by private investment and consumption. Far from being a communist paradise, its growth has been driven by entrepreneurship and private investment and spending in both education and health, apart from tourism. The state is claiming credit for things it did not do.

If one has to talk about any Kerala model that is broken, it has to begin here, and also in it dramatically shifting demographics. Rising economic and political challenges are threatening the Kerala model of growth and social stability like never before.

The economics that is falling apart: a large part of private spending over the last few decades has been financed by huge remittances from the Gulf region, where many Keralites are employed. But this boom has gone bust post-Covid, and the World Bank estimates that of the four million Malayalis working in the Gulf Cooperation Council (GCC) region, 1.2 million have been repatriated back due to job losses and retrenchments. This means remittances are down too.

A Business Standard report, quoting the World Bank, had this to say this May. In Kerala, “an estimated 1.2 million migrant workers, out of more than four million who worked in the GCC countries and contributed 30 per cent of the state's income, returned in 2020 after the global pandemic left them jobless. Low-skilled workers were the hardest hit.”

Monthly remittances to families receiving them “fell on average by $267”. That’s a Rs 20,000 fall in family monthly incomes for those dependent on Gulf remittances. Since it is unlikely that most of these jobs will return post-pandemic, Kerala’s economic model of high dependency on remittances will prove to be a serious problem.

But it is in the political and social spheres that the 'secular' Kerala model appears most broken.

Till recently, Kerala had a two-front model, with one front (the United Democratic Front, or UDF) being a collection of communal organisations claiming to be secular; the other front, the Left Democratic Front (LDF), claimed to be secular by definition, since the Left supposedly believes in materialism, not religion, the opium of the people.

But underneath this apparent secularism, what we actually got was two mildly Hinduphobic fronts, one driven by actual minority communalists, and the other by a Hindu vote that did not see a future in a front where Muslim and Christian parties called all the shots.

But two things have happened over the last decade to undermine this cosy two-front system under which each front got to rule the state by turn. In this year’s assembly elections, the LDF created history by winning a second consecutive term. This has little to do with voter faith in this secular alternative. It reflects a failure of the communal UDF to win enough Hindu votes to retain power. The Hindu vote is gradually breaking off from this communal front, though it is still rudderless and without a party to claim its loyalties.

In the assembly elections, Bharatiya Janata Party (BJP) won 11.3 percent of the vote, which was enough to deny victory to the UDF, but not big enough to dent the LDF or make it a formal contender for power.

This churn in the Hindu vote is far from over, and in the coming elections, we will see new alliances to defeat the Left.

The reason why the Hindu vote is again beginning to waver from its traditional voting patterns is the dramatic shift in Muslim demography over the last decade.

According to the 2011 census, Muslims accounted for 26.56 per cent of Kerala’s population and Christians 18.38 per cent. This means the Hindu majority (54.73 per cent) is now under clear threat, and Christians, with lower birth rates, are beginning to fret about the growing Muslim demography. The actual Hindu population may be closer to the halfway mark, except for the undeclared status of crypto Christians who may have chosen to call themselves Hindu to avoid loss of quota benefits.

In 2015, recorded birth rates show that Muslim births had almost caught up with that of Hindus, even though Hindus are twice as large in the population. Reports of live births in that year showed that of the 5.16 lakh children born, 42.8 per cent were Hindu and 41.4 per cent Muslim, with Christians at 15.4 per cent.

This suggests that despite there being no appreciable difference in human development parameters or incomes of Muslims, their birth rate may be surging, with Hindu and Christian families punching far below their population weights. This goes against every assumption made in the past, that high poverty levels are the reason for high birth rates. With Muslims in Kerala, this does not seem to be the case.

This trend, if confirmed in subsequent years, will polarise the state in future elections. The biggest shift could happen among Hindus and Christians, and that fact that both these religious groups talk about 'love jihad' demonstrates that there is concern about demographic decline.

The Kerala socio-political map is being redrawn with the shift in favour of Muslim demographics, and this has been accompanied by the rise of more radical Islamist groups like the and its political arm, the Social Democratic Party of India. The emergence of this group will push relatively 'moderate' Muslim parties like the Indian Union Muslim League to make more demands from any front that it backs in future.

It is not the Kerala education-and-healthcare model that is broken, but its economic and socio-political model, that gave it some degree of political predictability since 1947, that has been stretched to breaking point. It is likely to be broken in this decade.

The Kerala healthcare model remains intact; what is broken is merely the excessive pride in that model, thanks to the LDF’s hubris."
111,"Narsinghanand makes derogatory comments against women in politics, video goes viral - The Siasat Daily",https://www.siasat.com/narsinghanand-makes-derogatory-comments-against-women-in-politics-video-goes-viral-2184989/,The Siasat Daily,https://www.siasat.com,politics,"New Delhi: Dasna priest Yati Narsinghanand Saraswati once against triggered controversy. This time, he allegedly made derogatory comments against women in politics.

In the video which went viral on social media, he can be seen calling women in politics ‘rakhail’ (mistress). He said, “The women you see in politics is or had been rakhail of at least one male politician. If she is not a mistress, she is relative of an influential political leader”.

He further alleged mistresses existed during Samajwadi Party rule. However, male politicians could not promote mistresses during Bahujan Samajwadi Party rule.

In the later part of the video, he can be seen making similar allegations on the women politicians in the ruling party too.

This is shocking. I am really REALLY sorry I made an error of judgement in supporting this man. pic.twitter.com/9wwNOsnp6I — Shefali Vaidya. 🇮🇳 (@ShefVaidya) August 28, 2021

Reacting to the viral video, netizens demand action against Narsinghanand.

I request @sharmarekha ji @Uppolice to take action against this Fraud Narshianand pic.twitter.com/BD7sWT6S3j — Tajinder Pal Singh Bagga (@TajinderBagga) August 28, 2021

I am feeling terrible, not just because I misjudged this Yati Narsimhanand, but because he can say such things about women while wearing saffron robes. This is an insult to my faith. Haven’t felt this disillusioned in a long time. — Shefali Vaidya. 🇮🇳 (@ShefVaidya) August 28, 2021

It may be mentioned that Narsinghanand is known for making controversial comments against Muslims.

In the month of April, Delhi Police had registered an FIR against the priest who was seen in a video using offensive language against Prophet Mohammed (PBUH).

Earlier, Narsinghanand was in the headlines when his disciple, Shringi Yadav was arrested for thrashing a Muslim boy who drank water from the temple."
112,BSPs outreach to Brahmins vote-bank politics: Uttar Pradesh BJP president - Business Standard,https://www.business-standard.com/article/politics/bsp-s-outreach-to-brahmins-vote-bank-politics-uttar-pradesh-bjp-president-121083000937_1.html,Business Standard,https://www.business-standard.com,politics,"Targeting the over its outreach to Brahmins, president Swatantra Dev Singh on Monday said its leaders are now visiting temples and offering prayers to woo the community ahead of the assembly polls slated for early next year.

Singh said the Bahujan Samaj Party and the Samajwadi Party have committed the heinous sin of ruining by indulging in of appeasement, casteism, corruption, terror and fear.

Interacting with people at Valmiki Basti in Indranagar here, he also accused the two parties of handing over the state to criminals during their rule.

Referring to the BSP's outreach to Brahmins, the leader said the party is now trying to woo them and its leaders are visiting temples and offering prayers just to reap electoral dividends.

Last month, the had launched a campaign from Ayodhya to reach out to Brahmin voters with its supremo Mayawati urging the community not to be ""misled"" by the

The BJP president also held a meeting with some Sikh community members on the issues of farmers at Pateri Farm on Nainital Road here.

He assured them that cases registered against peasants for stubble burning will be withdrawn and payment of sugarcane dues will be made soon.

His assurance came days after Uttar Pradesh Chief Minister Yogi Adityanath had made several pro-farmers announcements, including withdrawing cases against them for stubble burning and launching a one-time settlement (OTS) scheme for interest waiver on their electricity dues.

Addressing his party workers later, Singh laid stress on strengthening the organisation at the booth level to ensure the party's victory in the coming assembly polls.

""With the formation of strong booth committees, the resolve of victory in every booth will be fulfilled,"" he said.

He also called upon the workers to get involved in the preparations for the elections wholeheartedly.

He said that the BJP government under Adityanath has changed the state's image created by previous dispensations led by the SP, and the Congress.

(Only the headline and picture of this report may have been reworked by the Business Standard staff; the rest of the content is auto-generated from a syndicated feed.)"
113,Politics Chat: Biden's Challenging Week After The Kabul Attack - NPR,https://www.npr.org/2021/08/29/1032169545/politics-chat-bidens-challenging-week-after-the-kabul-attack,NPR,https://www.npr.org,politics,"NPR’s sites use cookies, similar tracking and storage technologies, and information about the device you use to access our sites (together, “cookies”) to enhance your viewing, listening and user experience, personalize content, personalize messages from NPR’s sponsors, provide social media features, and analyze NPR’s traffic. This information is shared with social media, sponsorship, analytics, and other vendors or service providers. See details.

You may click on “Your Choices” below to learn about and use cookie management tools to limit use of cookies when you visit NPR’s sites. You can adjust your cookie choices in those tools at any time. If you click “Agree and Continue” below, you acknowledge that your cookie choices in those tools will be respected and that you otherwise agree to the use of cookies on NPR’s sites."
114,"Yati Narsinghanand Saraswati’s video where he calls women in politics as ‘rakhail’ of politicians goes viral, netizens demand action - OpIndia",https://www.opindia.com/2021/08/yati-narsinghanand-saraswati-women-politics-derogatory-language-rakhail/,OpIndia,https://www.opindia.com,politics,"On August 29, a video of Dasna priest Yati Narsinghanand Saraswati went viral on social media platforms in which he was heard using derogatory language against women in politics, especially against those who are in BJP. Several netizens strongly criticised him and demanded strict action.

In the undated video, Narsinghanand alleged that women in politics raise only after compromising with male leaders who are influential in the parties. He said, “The women you see in politics is or had been rakhail (mistress) of at least one male politician. If she is not a mistress, she is relative of an influential leader.” He further said that during Samajwadi Party’s tenure, the same situation continued. However, during Mayawati’s tenure, it was not possible for male leaders to promote their mistresses, he alleged.

This is shocking. I am really REALLY sorry I made an error of judgement in supporting this man. pic.twitter.com/9wwNOsnp6I — Shefali Vaidya. 🇮🇳 (@ShefVaidya) August 28, 2021

He added, “Then came the government of ‘honest politicians’. Now the women you see in BJP… if she compromises with one politician, the other politician will not do their work unless she compromises with him as well. If she wants to get some work done from a third politician, she has to compromise there as well. This is politics. The country has reached to this point. The women roaming in political arenas, everyone is enjoying.”

Netizens demand action

After the video went viral, leaders and netizens demanded strict action against Yati Narsinghanand Saraswati for using derogatory language against women. Several netizens tagged UP Police, Union Minister Smriti Irani and National Commission for Women to take immediate action against the Dasna priest.

BJP Delhi spokespersonTajinder Bagga said, “I request Rekha Sharma ji UP Police to take action against this Fraud Narshianand.”

I request @sharmarekha ji @Uppolice to take action against this Fraud Narshianand pic.twitter.com/BD7sWT6S3j — Tajinder Pal Singh Bagga (@TajinderBagga) August 28, 2021

BJP leader Kapil Mishra said, “Yati Narasimhanand’s thinking towards women cannot be that of a saffron-clad. He is a sick frustrated man with jihadi thinking. This man should be arrested by Women’s Commission and UP Police. This man is not fit to sit in Jagadamba’s temple.”

Author and columnist Shefali Vaidya said, “I am feeling terrible, not just because I misjudged this Yati Narsimhanand, but because he can say such things about women while wearing saffron robes. This is an insult to my faith. Haven’t felt this disillusioned in a long time.”

I am feeling terrible, not just because I misjudged this Yati Narsimhanand, but because he can say such things about women while wearing saffron robes. This is an insult to my faith. Haven’t felt this disillusioned in a long time. — Shefali Vaidya. 🇮🇳 (@ShefVaidya) August 28, 2021

Yati Narsinghanand Saraswati is the head priest of Dasna Devi temple in Ghaziabad and has alleged assassination attempts on his life by Islamists over his allegedly blasphemous remarks over Prophet Muhammad."
